449 235 241 500
450 121 239 275
451 152 375 498
452 267 329 607
453 81 235 239
454 239 243
455 235 236 375
456 239 375
457 191 275 288
458 239 266 467
459 81 179 266
460 162 275 676
461 239 281 444
462 81 375 424
463 275 329 607
464 243 275 726
465 225 296 332
466 102 243 255
467 191 223 272
468 239 290 675
469 275 456 504
470 145 288 666
471 40 191 437
472 351 383 600
473 238 365
474 81 491 505
475 81 283 679
476 4 51 340
477 239 266 375
478 296 556 705
479 191 238 269
480 215 241 285
481 145 288
482 78 238 288
483 243 494 638
484 81 122 422
485 105 114 238
486 236 296 324
487 276 290 292
488 243 275 577
489 81 82 288
490 81 102 290
491 82 88 633
492 285 288 505
493 81 152 605
494 82 486 491
495 46 243 486
496 81 163 323
497 46 78 243
498 243 288 323
499 191 505 721
500 78 290 329
501 236 275 611
502 82 675 676
503 234 499 505
504 129 243 275
505 82 236 275
506 275 401 491
507 81 288 431
508 288 486 697
509 81 236 239
510 60 82 393
511 82 145 666
512 82 210 236
513 152 353 486
514 82 90 679
515 456 460 717
516 191 288 329
517 81 109 547
518 122 239 547
519 82 375 585
520 169 544 547
521 494 505 660
522 81 152 275
523 285 566 661
524 81 129 275
525 118 290 434
526 81 285 610
527 275 439 547
528 81 239 716
529 38 243 256
530 84 243 275
531 229 266 500
532 191 486 618
533 81 145 369
534 275 324 676
535 72 239 467
536 8 152 235
537 152 239 323
538 72 453 605
539 235 267 375
540 81 460 579
541 250 676 717
542 288 618 679
543 235 491 679
544 191 500 600
545 82 243 612
546 235 238 375
547 82 243 607
548 152 239 243
549 81 84 721
550 256 275 288
551 235 239 288
552 243 285 500
553 114 236 243
554 81 290 594
555 30 81 275
556 82 275 460
557 81 243
558 81 243 467
559 82 129 375
560 243 266 275
561 81 82 239
562 486 641 708
563 320 479 672
564 82 102 285
565 191 467 484
566 152 285 288
567 82 375 679
568 81 250 290
569 275 290 505
570 164 243 716
571 22 81 439
572 105 136 661
573 239 241 605
574 281 694
575 275 317 576
576 81 243 523
577 45 266 500
578 81 235 239
579 81 219 239
580 152 351 641
581 102 145 266
582 191 223 269
583 239 285 290
584 152 239 458
585 145 486 491
586 81 458 500
587 235 239 368
588 82 275 323
589 165 288 499
590 81 491 520
591 81 275 679
592 105 228 673
593 116 243 365
594 81 555 721
595 81 288 311
596 102 266 600
597 302 414 500
598 81 82 266
599 285 545 679
600 161 194 281
601 82 239 288
602 2 82 288
603 91 288
604 285 525 572
605 78 235 594
606 22 160 581
607 275 504 639
608 276 667
609 229 285 458
610 8 239 243
611 82 500 679
612 239 275 294
613 145 285 288
614 81 82 152
615 81 82 239
616 22 191 243
617 226 288 500
618 82 191 288
619 288 308 460
620 82 236 613
621 155 458 467
622 235 238 285
623 104 186 276
624 239 275 329
625 238 438 458
626 238 455 500
627 82 196 467
628 194 266 275
629 81 266 275
630 82 191 458
631 105 164 250
632 247 286 366
633 164 239 547
634 236 266 694
635 81 620 622
636 102 275 629
637 152 173 290
638 266 296
639 152 243 285
640 70 252 296
641 118 132 285
642 275 285 309
643 102 145 635
644 81 236 275
645 152 309 458
646 72 370 498
647 191 235 275
648 236 436 594
649 191 192 547
650 266 275 607
651 82 145 418
652 122 266 499
653 213 239 296
654 23 145 162
655 81 145 191
656 537 580 711
657 81 235 704
658 81 275 288
659 238 266 379
660 62 266 439
661 191 241 439
662 152 241 547
663 500 544 547
664 102 451 535
665 26 82 383
666 91 266 556
667 82 288 585
668 81 236 288
669 235 499 579
670 102 288 439
671 81 288 656
672 157 288 365
673 81 163 288
674 114 499 612
675 239 499 693
676 102 235
677 160 324 329
678 38 486 607
679 239 499 544
680 152 243 288
681 138 266 281
682 103 146 235
683 82 275 486
684 239 675 676
685 275 375 607
686 82 275 638
687 239 275 288
688 239 250 275
689 456 463 547
690 53 275
691 275 617 639
692 8 491 679
693 53 281 661
694 285 390 395
695 81 243 288
696 81 500 580
697 288 404 536
698 53 78 164
699 82 243 436
700 60 78 500
701 82 91 191
702 228 607 679
703 76 78 236
704 194 275 547
705 45 81 547
706 194 229 463
707 81 209 580
708 285 288 338
709 275 300 607
710 41 239 467
711 243 286
712 152 243 598
713 351 499 580
714 236 239 290
715 104 152 433
716 82 290 329
717 285 453 467
718 351 499
719 83 105 288
720 229 338 434
721 81 275 679
722 78 594
723 323 351 537
724 241 286 287
725 82 145 239
726 191 235 467
727 23 239 458
728 43 239 290
729 103 192 520
730 70 229 239
731 36 82 467
732 284 285 288
733 239 547 580
734 239 288 458
735 81 285 332
736 78 239 243
737 238 594 607
738 241 275 283
739 36 250 718
740 236 239 594
741 329 467 579
742 75 82 370
743 60 266 351
744 152 239 365
745 81 102 198
746 82 102 338
747 235 266 581
748 2 511 605
749 82 186 275
750 285 439 694
751 224 580 605
752 81 365 499
753 235 239 436
754 81 243 288
755 78 243 666
756 191 415 499
757 35 288 581
758 144 164 290
759 285 288 500
760 82 243 499
761 81 393 676
762 2 239 694
763 82 275 500
764 260 310 688
765 102 243 290
766 145 239 351
767 82 145 239
768 81 82 239
769 236 239 612
770 82 499 500
771 241 266 611
772 103 288 404
773 152 236 249
774 239 575 607
775 122 285 577
776 191 500 581
777 200 229 611
778 152 375 717
779 235 458 708
780 38 109
781 78 458 533
782 431 533 570
783 145 152 463
784 82 238
785 238 463 661
786 266 295
787 243 266 288
788 82 145 290
789 81 82 351
790 342 525 547
791 82 238 635
792 238 243 294
793 238 499 500
794 281 285 288
795 235 236 661
796 236 243
797 145 421 547
798 105 118 605
799 243 547 636
800 61 81 235
801 238 290 363
802 243 275 290
803 81 102
804 46 145 486
805 241 290 580
806 105 163 421
807 145 164 319
808 280 281 319
809 243 499 600
810 81 87 380
811 83 239 264
812 266 605
813 83 256
814 0 164 288
815 243 525 702
816 239 243 281
817 145 236 239
818 83 290 365
819 78 239 275
820 82 605 692
821 82 498 547
822 82 285 500
823 169 500 588
824 81 191 285
825 239 288 716
826 82 365 612
827 375 574
828 239 439 500
829 81 186 607
830 81 238 638
831 38 81 82
832 467 486 547
833 239 288 547
834 148 310 437
835 17 81 458
836 162 383 486
837 145 266 290
838 239 290 607
839 250 342 499
840 184 275 692
841 82 365
842 81 276 491
843 81 458 661
844 164 191 250
845 164 191 266
846 82 267 473
847 214 294 469
848 53 145 430
849 82 467 499
850 10 21 288
851 81 82 145
852 81 600 692
853 290 365
854 114 164 685
855 205 270 272
856 82 236 525
857 30 82 236
858 82 467 607
859 243 288 329
860 8 81 145
861 165 288 499
862 115 332 453
863 82 160 329
864 50 453 607
865 236 334 351
866 146 285 581
867 275 285 416
868 266 275 499
869 283 294 694
870 204 454 483
871 209 288 581
872 8 82 338
873 243 339 528
874 243 296 500
875 145 288 605
876 152 236 544
877 81 122 332
878 81 152 164
879 82 145 266
880 81 290 383
881 81 491 499
882 8 243 499
883 191 250 462
884 164 332 653
885 238 285 499
886 22 288 557
887 597 690 721
888 78 694
889 145 458 556
890 409 499 599
891 60 78 81
892 82 243 557
893 78 81 439
894 186 275 288
895 239 499 525
896 82 236 275
897 243 380
898 363 544 660
899 288 500 547
900 81 105 694
901 275 530 666
902 500 701 716
903 290 556 580
904 285 288 557
905 82 243 288
906 65 152 505
907 266 365 547
908 191 266 288
909 81 145 239
910 285 290 456
911 275 288 607
912 81 235 491
913 82 275 290
914 81 351 467
915 82 229 243
916 288 344 521
917 145 239 243
918 290 339 365
919 47 78 250
920 239 288 547
921 243 266 500
922 45 334 557
923 122 483 618
924 243 500 645
925 250 275 467
926 102 275 290
927 235 266 547
928 81 547 605
929 145 243 724
930 238 275 296
931 145 329 721
932 81 239 243
933 81 243 288
934 81 288 375
935 145 239 275
936 243 288 547
937 82 104 622
938 82 145 333
939 293 499
940 82 694
941 191 288 500
942 163 275 499
943 24 40 145
944 239 288
945 82 243 351
946 81 288 500
947 236 243 288
948 81 191 280
949 82 275 285
950 47 152 239
951 196 239 259
952 81 164 266
953 2 164 288
954 285 290 499
955 102 243 351
956 147 236 531
957 2 145 266
958 2 191 275
959 81 679 680
960 82 275 404
961 82 235 249
962 191 250 285
963 281 285 341
964 81 106 109
965 193 269 270
966 223 269 288
967 55 145 288
968 81 196 505
969 82 152 288
970 338 486 700
971 145 239 679
972 235 716
973 81 250 275
974 275 504 679
975 81 239 676
976 145 351 522
977 186 235 290
978 152 499 694
979 81 82 547
980 78 145
981 82 288 429
982 288 436 626
983 82 243 436
984 2 510 661
985 275 395
986 82 152 266
987 47 225 410
988 81 238 243
989 81 243 605
990 239 467 660
991 58 82 288
992 238 288 607
993 81 544 623
994 82 105 491
995 22 429 556
996 239 266 606
997 152 243 296
998 499 500 557
999 22 82 285
1000 243 281 711
1001 38 290 499
1002 87 105 369
1003 22 383 544
1004 149 191 285
1005 253 292 558
1006 81 82 239
1007 329 332 439
1008 60 375
1009 81 193 271
1010 82 635 676
1011 41 191 238
1012 266 353 544
1013 60 132 288
1014 288 332 467
1015 288 607 721
1016 81 103 145
1017 82 266 499
1018 92 458 607
1019 243 285 338
1020 2 81 279
1021 82 243 499
1022 235 288 716
1023 275 499 721
1024 236 366 588
1025 48 290 467
1026 191 288 290
1027 82 152 241
1028 82 239 275
1029 82 288 364
1030 275 288 364
1031 238 365 505
1032 81 285 500
1033 81 235 241
1034 81 82 351
1035 194 455 675
1036 266 275 334
1037 82 275 600
1038 160 458 467
1039 81 235 371
1040 82 239 535
1041 236 285 334
1042 243 285 499
1043 191 236 239
1044 145 239 351
1045 82 266 329
1046 123 235 250
1047 82 288 296
1048 239 243 607
1049 81 607
1050 500 533 565
1051 82 239 546
1052 275 504 577
1053 50 198 288
1054 266 309 606
1055 81 105 726
1056 36 500 579
1057 81 275 486
1058 243 285 612
1059 81 191 351
1060 239 365 500
1061 285 320 535
1062 47 152 275
1063 383 437 439
1064 8 285 288
1065 82 285 288
1066 234 302 505
1067 102 152 243
1068 82 499 607
1069 191 467 500
1070 82 235 288
1071 271 272 275
1072 81 191 266
1073 82 238 600
1074 81 266 288
1075 152 285
1076 288 352 375
1077 107 250 285
1078 114 467 484
1079 250 676 717
1080 275 288 499
1081 285 547 607
1082 484 675 676
1083 36 81 275
1084 275 676 688
1085 191 288 600
1086 82 193 547
1087 81 82 491
1088 83 109
1089 288 500 547
1090 82 163 285
1091 162 163 266
1092 285 310 499
1093 275 288 329
1094 500 547 721
1095 285 288 547
1096 22 275 694
1097 241 243 288
1098 239 491 679
1099 54 239 458
1100 81 82 266
1101 288 429 679
1102 82 627
1103 236 675 694
1104 288 466 500
1105 288 607 721
1106 295 316 324
1107 191 320 544
1108 243 365
1109 62 164 241
1110 547 607 660
1111 160 332 676
1112 38 148 547
1113 81 275 285
1114 81 477 491
1115 22 61 114
1116 74 275 486
1117 81 235 239
1118 81 191 275
1119 38 80 483
1120 82 266 658
1121 191 238 241
1122 82 542 612
1123 235 266 383
1124 82 235 288
1125 87 285 366
1126 8 243 299
1127 164 235 236
1128 82 236 238
1129 216 285 547
1130 122 329 721
1131 61 288 320
1132 146 182 369
1133 82 243 288
1134 81 243 494
1135 145 275 477
1136 236 499 607
1137 491 505 694
1138 38 145 238
1139 234 486 676
1140 95 105 285
1141 81 243 544
1142 243 266 296
1143 82 499 592
1144 81 243 250
1145 82 191 236
1146 21 453 458
1147 102 236 273
1148 82 285 310
1149 82 235 243
1150 22 102 250
1151 266 612 665
1152 81 82 288
1153 7 267 288
1154 81 105 241
1155 82 479 480
1156 81 275 579
1157 236 285 335
1158 285 288 486
1159 81 243 288
1160 439 458 459
1161 81 205 272
1162 81 82 497
1163 453 456 612
1164 82 266 285
1165 81 145 243
1166 243 288 375
1167 199 243 607
1168 75 82 239
1169 81 82 500
1170 243 296 500
1171 239 612 721
1172 164 173 439
1173 241 280 351
1174 285 288 505
1175 243 288 682
1176 82 275 500
1177 191 238 285
1178 82 243 290
1179 238 275 500
1180 82 721
1181 239 243
1182 145 164 235
1183 38 285 290
1184 239 266 463
1185 82 105 280
1186 81 152 191
1187 81 266
1188 266 285 439
1189 145 660
1190 102 285 353
1191 102 236 358
1192 82 145 406
1193 196 235 523
1194 196 315 523
1195 238 285 499
1196 81 666 672
1197 236 297 577
1198 160 635 675
1199 458 579 596
1200 82 456 635
1201 243 275 288
1202 160 288 504
1203 266 275 577
1204 250 290 688
1205 41 102 290
1206 81 290 500
1207 191 275 547
1208 191 285 288
1209 145 499 660
1210 55 266 499
1211 163 235 238
1212 288 499 547
1213 81 82 607
1214 82 152 239
1215 81 439 605
1216 236 547 612
1217 288 547 721
1218 81 82 266
1219 288 332 676
1220 83 393 537
1221 82 114 239
1222 191 239 456
1223 2 235 375
1224 70 235 288
1225 82 235 285
1226 81 236 243
1227 81 82 285
1228 239 285 622
1229 47 82 296
1230 88 239 288
1231 285 288 290
1232 260 288 572
1233 138 152 191
1234 82 118 241
1235 243 275 288
1236 152 275 436
1237 81 82 285
1238 82 239 243
1239 125 281 351
1240 236 288 394
1241 243 275 500
1242 82 238
1243 266 451 547
1244 105 243 275
1245 105 292 505
1246 122 285 500
1247 393 544 557
1248 78 82 239
1249 81 82 500
1250 239 276 399
1251 275 283
1252 82 275
1253 36 275 484
1254 81 288 491
1255 82 290 660
1256 102 500 538
1257 82 404 607
1258 114 275 329
1259 145 288 522
1260 61 81 607
1261 78 523
1262 369 390 396
1263 131 275 548
1264 281 285 434
1265 22 84 152
1266 164 275 605
1267 27 338
1268 120 250 288
1269 81 147 288
1270 14 78 145
1271 95 285 455
1272 95 491 617
1273 51 122 434
1274 275 288 499
1275 288 557 577
1276 102 136 275
1277 162 163
1278 78 81 243
1279 82 288 559
1280 81 192
1281 104 581 591
1282 58 235 239
1283 157 499 605
1284 82 547
1285 81 455 694
1286 505 556 604
1287 181 285 617
1288 145 238 486
1289 82 243 374
1290 191 238 433
1291 102 250
1292 81 285 724
1293 82 285 622
1294 82 239 275
1295 76 547 660
1296 241 721
1297 226 239 483
1298 241 288 499
1299 145 288 404
1300 192 285 417
1301 145 285 721
1302 145 499 605
1303 81 275
1304 266 505
1305 253 275 675
1306 191 236 275
1307 164 239 243
1308 191 285 486
1309 580 591
1310 82 593 661
1311 157 266 607
1312 84 238 600
1313 82 191 288
1314 82 241 285
1315 285 483 570
1316 192 499 617
1317 82 164 168
1318 78 81 607
1319 22 47 78
1320 164 547 574
1321 102 572 582
1322 145 243 409
1323 105 350 353
1324 238 288 439
1325 82 102 499
1326 243 432 694
1327 145 288 499
1328 145 239 390
1329 243 591
1330 81 241 500
1331 351 433 547
1332 520 661
1333 243 306 694
1334 82 185 239
1335 103 145 185
1336 243 390 396
1337 162 191 288
1338 81 145 239
1339 103 241 275
1340 285 407 606
1341 96 607 694
1342 243 266 694
1343 58 239 721
1344 239 520 660
1345 266 365 436
1346 102 380 534
1347 226 285
1348 239 285 661
1349 184 243 455
1350 82 332 577
1351 78 82 162
1352 572 605 725
1353 147 288 309
1354 239 275 499
1355 191 607 660
1356 82 152 238
1357 82 288 694
1358 239 275 607
1359 163 239 518
1360 105 285
1361 145 547 577
1362 82 461 572
1363 275 570
1364 163 500 557
1365 191 266 694
1366 288 566 577
1367 82 238 239
1368 145 226 483
1369 191 243 500
1370 486 547
1371 523 721
1372 234 287 288
1373 82 239 404
1374 32 82 673
1375 365 605 660
1376 290 594 607
1377 82 499 544
1378 288 491 525
1379 84 547
1380 241 365 469
1381 238 243 500
1382 191 285 288
1383 81 82 239
1384 191 288 520
1385 87 285 520
1386 147 285 309
1387 82 164 557
1388 152 239 275
1389 46 633 641
1390 38 152 288
1391 105 582 596
1392 82 281 700
1393 235 424 547
1394 47 78 105
1395 81 122 275
1396 102 105 109
1397 500 594 679
1398 152 239 275
1399 32 105 500
1400 81 241 288
1401 239 241 375
1402 102 285 427
1403 276 292 500
1404 81 285 500
1405 82 102 239
1406 22 82 120
1407 81 243 275
1408 351 607 617
1409 285 607 660
1410 45 285 288
1411 157 158 455
1412 81 288 547
1413 162 163 500
1414 250 275 525
1415 250 283 499
1416 132 641 705
1417 92 152 549
1418 285 577
1419 82 285 618
1420 145 281 288
1421 314 486 721
1422 191 275 288
1423 37 500
1424 109 239 683
1425 243 275 283
1426 82 236 288
1427 82 92 234
1428 238 296 605
1429 47 505 679
1430 82 145 185
1431 82 239
1432 82 147 241
1433 238 547 694
1434 164 239 288
1435 26 365 577
1436 8 191 500
1437 239 600 724
1438 81 290 500
1439 82 238 544
1440 45 157 500
1441 148 275 681
1442 102 281 288
1443 165 275 288
1444 53 152 238
1445 81 239 380
1446 50 394 566
1447 243 266 557
1448 82 109 288
1449 164 224 586
1450 243 290 380
1451 288 366 500
1452 243 547 679
1453 244 283 436
1454 22 72 323
1455 81 285 288
1456 82 145
1457 81 96 549
1458 145 191 439
1459 8 81 500
1460 458 486 556
1461 26 288 295
1462 8 266 365
1463 243 547 724
1464 78 81 440
1465 82 285 393
1466 81 105 275
1467 145 152 191
1468 102 281 605
1469 243 499 726
1470 78 192 547
1471 243 288 499
1472 38 191 288
1473 145 238 290
1474 244 458 679
1475 70 520 554
1476 256 266 694
1477 179 394
1478 81 243 436
1479 60 82 152
1480 105 285 351
1481 202 285 607
1482 75 119 152
1483 164 275 285
1484 208 287 499
1485 45 285 437
1486 148 192 500
1487 82 239 547
1488 82 285 404
1489 287 288 724
1490 82 266 288
1491 81 288 681
1492 81 520 724
1493 5 87 285
1494 82 240 275
1495 607 724 725
1496 22 439 725
1497 82 365 547
1498 81 239 447
1499 152 266 547
1500 81 288
1501 102 255 417
1502 45 75 341
1503 285 458 500
1504 102 499
1505 82 423 486
1506 275 288 500
1507 45 162 725
1508 81 191 497
1509 45 82 191
1510 226 243 255
1511 83 243 288
1512 61 266 394
1513 169 314 431
1514 145 191 499
1515 82 239 243
1516 75 82 429
1517 285 547 704
1518 82 547 605
1519 30 483 641
1520 30 547 605
1521 191 329 607
1522 145 239 243
1523 312 552 641
1524 152 191 288
1525 81 288 365
1526 163 295 365
1527 81 288 500
1528 145 288 547
1529 191 285 547
1530 105 340 526
1531 30 145
1532 243 288 437
1533 191 375
1534 81 351
1535 81 82 290
1536 60 82 711
1537 82 288 366
1538 81 500 557
1539 191 239 500
1540 285 296 500
1541 191 296 439
1542 81 288 500
1543 239 450 605
1544 102 192 547
1545 295 547
1546 239 694 724
1547 105 365 547
1548 112 285 288
1549 81 239 243
1550 243 288 497
1551 82 239 711
1552 191 288 365
1553 84 239 366
1554 157 375
1555 8 82 243
1556 288 605 607
1557 82 285 375
1558 239 557 605
1559 229 250 332
1560 145 290 500
1561 81 275 486
1562 238 439 547
1563 368 491 538
1564 82 169 288
1565 243 275 547
1566 239 284 285
1567 191 383 434
1568 45 243 266
1569 152 236 266
1570 239 243 547
1571 285 483 500
1572 75 592
1573 499 500 607
1574 145 266 295
1575 243 434 500
1576 266 275 725
1577 243 288 500
1578 81 82 241
1579 152 285 500
1580 239 342 599
1581 81 82 118
1582 81 285 292
1583 82 499
1584 145 295 520
1585 164 288 500
1586 82 239 243
1587 81 191 334
1588 266 491 679
1589 82 145 500
1590 81 191 500
1591 81 122 239
1592 275 500 547
1593 105 275 692
1594 36 456 607
1595 81 191 217
1596 250 266 288
1597 243 281 721
1598 82 236 365
1599 81 285 547
1600 81 500 557
1601 82 235 275
1602 145 275 676
1603 239 275 467
1604 82 243 290
1605 191 288 467
1606 236 266 467
1607 239 499 547
1608 393 577 607
1609 287 486 661
1610 236 285 288
1611 285 628 694
1612 82 235 239
1613 87 288 486
1614 73 82 285
1615 1 87 641
1616 243 275 288
1617 82 243 288
1618 145 288 500
1619 238 239 535
1620 81 235 250
1621 236 288
1622 157 239 243
1623 81 82 239
1624 243 250 660
1625 145 243 522
1626 239 288 473
1627 285 600 726
1628 82 238 505
1629 82 235 266
1630 22 236 544
1631 134 191
1632 235 245 500
1633 81 191
1634 145 191
1635 82 285 287
1636 81 235 467
1637 82 103 145
1638 152 252 266
1639 275 547 711
1640 290 320 375
1641 351 586 607
1642 145 236 288
1643 145 266 473
1644 243 453 607
1645 78 239 288
1646 285 288 499
1647 122 324 721
1648 29 365 547
1649 145 286
1650 217 467 473
1651 145 275 522
1652 144 295 647
1653 152 169 547
1654 81 82 437
1655 191 243 622
1656 82 96 280
1657 284 486 705
1658 48 60 243
1659 338 341 547
1660 81 82 557
1661 102 547
1662 152 683 694
1663 82 235 266
1664 266 288 525
1665 239 288 351
1666 145 243 385
1667 82 236 275
1668 455 499 605
1669 243 288 290
1670 82 288 499
1671 72 152 235
1672 145 607
1673 82 556 557
1674 82 235 500
1675 82 210
1676 145 235 500
1677 164 239 574
1678 191 679 682
1679 82 285 288
1680 81 236 467
1681 235 239 640
1682 81 191 236
1683 81 82 191
1684 152 296 622
1685 499 641 674
1686 70 641
1687 514 547 705
1688 411 628 641
